Nama_Daerah,HLS,PPM,IPM,AHHL,AHHP,kategori
Bengkalis,13.34,6.31,74.97,69.84,73.83,Tidak Perlu Pembangunan
Rokan Hilir,12.88,7.07,70.78,69.07,73.2,Tidak Perlu Pembangunan
Kota Dumai,13.33,3.21,75.66,69.73,73.71,Tidak Perlu Pembangunan
JAMBI,13.13,7.58,72.77,69.83,73.81,Tidak Perlu Pembangunan
Kerinci,13.91,7.54,72.54,68.63,72.57,Tidak Perlu Pembangunan
Merangin,12.25,8.9,70.81,69.81,73.8,Tidak Perlu Pembangunan
Sarolangun,12.48,8.54,71.29,67.77,71.72,Tidak Perlu Pembangunan
Batang Hari,12.96,9.45,71.02,69.29,73.25,Tidak Perlu Pembangunan
Muaro Jambi,13.15,4.43,71.04,69.89,73.88,Tidak Perlu Pembangunan
Tebo,12.92,6.46,70.63,68.57,72.5,Tidak Perlu Pembangunan
Bungo,12.66,5.29,71.06,66.48,70.46,Tidak Perlu Pembangunan
Kota Sungai Penuh,14.83,3.0,76.65,70.89,74.92,Tidak Perlu Pembangunan
SUMATERA SELATAN,12.63,11.78,71.62,68.74,72.68,Tidak Perlu Pembangunan
Ogan Komering Ulu,12.99,11.46,71.01,66.91,70.88,Tidak Perlu Pembangunan
Muara Enim,12.01,10.93,70.24,67.79,71.74,Tidak Perlu Pembangunan
Ogan Komering Ulu Timur,12.47,9.99,70.96,67.85,71.8,Tidak Perlu Pembangunan
Kota Prabumulih,13.31,11.23,76.46,69.33,73.3,Tidak Perlu Pembangunan
Kota Pagar Alam,13.49,8.88,70.45,65.76,69.74,Tidak Perlu Pembangunan
Kota Lubuklinggau,13.55,12.65,76.19,68.33,72.27,Tidak Perlu Pembangunan
BENGKULU,13.74,14.04,72.78,67.99,71.94,Tidak Perlu Pembangunan
Bengkulu Selatan,13.65,17.51,71.91,66.45,70.43,Tidak Perlu Pembangunan
Rejang Lebong,14.19,14.79,72.31,67.29,71.25,Tidak Perlu Pembangunan
Bengkulu Utara,12.91,11.29,70.28,66.83,70.81,Tidak Perlu Pembangunan
LAMPUNG,12.77,11.11,71.15,69.31,73.28,Tidak Perlu Pembangunan
Lampung Timur,12.97,13.8,71.21,69.31,73.28,Tidak Perlu Pembangunan
Lampung Tengah,13.04,10.65,71.6,68.37,72.31,Tidak Perlu Pembangunan
Tulangbawang,12.29,8.04,70.02,68.5,72.44,Tidak Perlu Pembangunan
Pringsewu,12.92,9.14,71.61,69.12,73.7,Tidak Perlu Pembangunan
Kota Bandar Lampung,14.72,7.77,78.56,69.96,73.96,Tidak Perlu Pembangunan
Kota Metro,14.77,7.28,78.36,70.17,74.17,Tidak Perlu Pembangunan
KEP. BANGKA BELITUNG,12.31,4.52,72.85,69.3,73.26,Tidak Perlu Pembangunan
Bangka,13.11,4.32,73.66,69.65,73.63,Tidak Perlu Pembangunan
Belitung,11.9,6.46,74.02,69.6,73.57,Tidak Perlu Pembangunan
Bangka Barat,11.73,2.71,70.45,68.51,72.44,Tidak Perlu Pembangunan
Bangka Tengah,12.12,5.29,71.71,70.16,74.16,Tidak Perlu Pembangunan
Belitung Timur,11.66,6.73,72.86,70.62,74.65,Tidak Perlu Pembangunan
Kota Pangkal Pinang,13.19,4.27,79.93,72.18,75.9,Tidak Perlu Pembangunan
KEPULAUAN RIAU,13.05,5.69,77.11,68.99,72.94,Tidak Perlu Pembangunan
Karimun,12.61,5.95,73.51,70.06,74.5,Tidak Perlu Pembangunan
Bintan,13.44,5.9,75.7,69.16,73.12,Tidak Perlu Pembangunan
Natuna,13.93,5.25,74.21,64.32,68.22,Perlu Pembangunan
Kepulauan Anambas,13.05,6.95,70.26,66.15,70.14,Tidak Perlu Pembangunan
Kep. Seribu,12.66,13.13,73.39,67.68,71.63,Tidak Perlu Pembangunan
JAWA BARAT,12.68,7.62,73.74,72.01,76.19,Tidak Perlu Pembangunan
Bogor,12.64,7.27,71.78,69.97,73.96,Tidak Perlu Pembangunan
Bandung,12.73,6.4,73.74,72.5,76.2,Tidak Perlu Pembangunan
Ciamis,14.29,7.42,72.05,70.61,74.63,Tidak Perlu Pembangunan
Kuningan,12.26,12.12,70.72,72.52,76.22,Tidak Perlu Pembangunan
Cirebon,12.41,11.2,70.95,70.79,74.83,Tidak Perlu Pembangunan
Sumedang,13.01,9.36,73.18,71.13,75.35,Tidak Perlu Pembangunan
Subang,11.91,9.52,70.7,71.16,75.43,Tidak Perlu Pembangunan
Purwakarta,12.18,8.46,72.09,69.79,73.78,Tidak Perlu Pembangunan
Karawang,12.2,7.87,72.35,70.93,74.97,Tidak Perlu Pembangunan
Bekasi,13.17,4.93,75.76,72.53,76.23,Tidak Perlu Pembangunan
Kota Bogor,13.45,6.67,77.85,72.69,76.37,Tidak Perlu Pembangunan
Kota Sukabumi,13.6,7.5,76.32,71.08,75.25,Tidak Perlu Pembangunan
Kota Cirebon,13.16,9.16,76.46,71.06,75.2,Tidak Perlu Pembangunan
Kota Cimahi,13.84,4.66,79.46,73.05,76.7,Tidak Perlu Pembangunan
Kota Tasikmalaya,13.49,11.53,74.47,70.95,74.99,Tidak Perlu Pembangunan
Kota Banjar,13.27,6.14,73.08,69.85,73.84,Tidak Perlu Pembangunan
JAWA TENGAH,12.85,10.77,73.39,72.95,76.62,Tidak Perlu Pembangunan
Cilacap,12.67,10.99,71.83,72.48,76.2,Tidak Perlu Pembangunan
Banyumas,13.26,12.53,73.86,72.2,75.94,Tidak Perlu Pembangunan
Purbalingga,12.02,14.99,70.24,71.57,75.36,Tidak Perlu Pembangunan
Kebumen,13.37,16.34,71.37,72.05,75.8,Tidak Perlu Pembangunan
Purworejo,13.53,11.33,74.28,73.47,77.11,Tidak Perlu Pembangunan
Magelang,12.61,10.96,71.45,72.45,76.15,Tidak Perlu Pembangunan
Boyolali,12.66,9.81,75.41,74.39,78.14,Tidak Perlu Pembangunan
Klaten,13.41,12.28,77.59,75.22,78.99,Tidak Perlu Pembangunan
Sukoharjo,13.91,7.58,78.65,76.14,79.88,Tidak Perlu Pembangunan
Wonogiri,12.52,10.94,71.97,74.72,78.48,Tidak Perlu Pembangunan
Karanganyar,13.71,9.79,77.31,75.94,79.72,Tidak Perlu Pembangunan
Sragen,12.92,12.87,75.1,74.14,77.89,Tidak Perlu Pembangunan
Grobogan,12.46,11.72,71.49,73.3,76.95,Tidak Perlu Pembangunan
Blora,12.51,11.49,70.63,72.95,76.64,Tidak Perlu Pembangunan
Rembang,12.15,14.17,71.89,73.02,76.69,Tidak Perlu Pembangunan
Pati,12.96,9.31,73.59,74.55,78.31,Tidak Perlu Pembangunan
Kudus,13.26,7.24,76.71,75.02,78.78,Tidak Perlu Pembangunan
Jepara,12.85,6.61,73.85,74.24,77.99,Tidak Perlu Pembangunan
Demak,13.34,12.01,74.07,73.77,77.48,Tidak Perlu Pembangunan
Semarang,13.05,7.17,75.13,74.12,77.86,Tidak Perlu Pembangunan
Temanggung,12.61,9.26,71.33,73.95,77.69,Tidak Perlu Pembangunan
Kendal,12.99,9.39,73.86,72.84,76.51,Tidak Perlu Pembangunan
Batang,12.15,8.92,70.2,73.12,76.77,Tidak Perlu Pembangunan
Pekalongan,12.44,9.67,71.4,72.11,75.84,Tidak Perlu Pembangunan
Tegal,12.92,7.3,70.23,70.05,74.5,Tidak Perlu Pembangunan
Kota Pekalongan,12.87,6.81,76.71,72.86,76.53,Tidak Perlu Pembangunan
Kota Tegal,13.18,7.68,77.02,72.9,76.57,Tidak Perlu Pembangunan
Kulon Progo,14.48,15.64,75.79,73.57,77.21,Tidak Perlu Pembangunan
Gunung Kidul,13.39,15.6,71.24,72.49,76.19,Tidak Perlu Pembangunan
JAWA TIMUR,13.38,10.35,73.38,70.16,74.16,Tidak Perlu Pembangunan
Pacitan,12.68,13.65,70.19,70.89,74.93,Tidak Perlu Pembangunan
Ponorogo,13.77,9.53,72.5,71.36,75.84,Tidak Perlu Pembangunan
Trenggalek,12.62,10.63,71.73,72.9,76.57,Tidak Perlu Pembangunan
Tulungagung,13.34,6.53,74.61,73.18,76.83,Tidak Perlu Pembangunan
Blitar,12.65,8.69,72.49,72.59,76.28,Tidak Perlu Pembangunan
Kediri,13.62,10.72,73.96,71.18,75.47,Tidak Perlu Pembangunan
Malang,13.48,9.45,72.16,71.18,75.45,Tidak Perlu Pembangunan
Banyuwangi,13.12,7.34,72.61,69.44,73.41,Tidak Perlu Pembangunan
Pasuruan,12.77,9.24,70.29,68.89,72.83,Tidak Perlu Pembangunan
Mojokerto,12.97,9.8,75.53,71.17,75.44,Tidak Perlu Pembangunan
Jombang,13.59,9.15,74.6,71.15,75.4,Tidak Perlu Pembangunan
Nganjuk,13.17,10.89,73.71,70.33,74.34,Tidak Perlu Pembangunan
Madiun,13.23,11.04,72.97,70.32,74.33,Tidak Perlu Pembangunan
Magetan,14.07,9.8,75.41,71.19,75.49,Tidak Perlu Pembangunan
Ngawi,12.85,14.4,72.47,71.14,75.37,Tidak Perlu Pembangunan
Bojonegoro,12.92,12.18,70.85,70.61,74.63,Tidak Perlu Pembangunan
Tuban,12.27,14.91,70.34,70.4,74.41,Tidak Perlu Pembangunan
Lamongan,14.02,12.42,74.53,71.15,75.39,Tidak Perlu Pembangunan
Gresik,13.97,10.96,77.98,71.2,75.5,Tidak Perlu Pembangunan
Kota Probolinggo,13.73,6.48,75.43,69.06,73.1,Tidak Perlu Pembangunan
Kota Pasuruan,13.66,6.6,77.17,70.35,74.36,Tidak Perlu Pembangunan
Kota Batu,14.56,3.31,78.18,71.19,75.49,Tidak Perlu Pembangunan
BANTEN,13.09,6.17,73.87,68.85,72.79,Tidak Perlu Pembangunan
Tangerang,12.87,6.93,73.43,68.73,72.67,Tidak Perlu Pembangunan
Kota Tangerang,13.89,5.89,79.46,70.28,74.29,Tidak Perlu Pembangunan
Kota Cilegon,13.21,3.98,74.54,65.46,69.42,Tidak Perlu Pembangunan
Kota Serang,12.82,6.2,73.48,67.05,71.2,Tidak Perlu Pembangunan
BALI,13.58,4.25,77.1,70.99,75.7,Tidak Perlu Pembangunan
Jembrana,13.02,4.96,74.04,71.14,75.37,Tidak Perlu Pembangunan
Tabanan,13.04,4.7,77.43,72.71,76.38,Tidak Perlu Pembangunan
Gianyar,14.09,4.47,79.24,72.75,76.42,Tidak Perlu Pembangunan
Klungkung,13.12,5.61,73.11,70.32,74.33,Tidak Perlu Pembangunan
Bangli,12.52,5.28,70.79,69.4,73.37,Tidak Perlu Pembangunan
Buleleng,13.27,5.85,73.97,70.74,74.77,Tidak Perlu Pembangunan
NUSA TENGGARA BARAT,13.97,13.85,70.2,65.54,69.5,Tidak Perlu Pembangunan
Lombok Barat,13.98,13.67,70.15,66.13,70.12,Tidak Perlu Pembangunan
Sumbawa Barat,13.66,12.95,73.17,67.26,71.22,Tidak Perlu Pembangunan
Kota Bima,15.06,8.67,77.36,69.26,73.22,Tidak Perlu Pembangunan
Kota Singkawang,12.94,4.7,73.39,70.85,74.88,Tidak Perlu Pembangunan
KALIMANTAN TENGAH,12.76,5.11,72.2,68.36,72.29,Tidak Perlu Pembangunan
Kotawaringin Barat,12.77,4.18,74.04,69.34,73.31,Tidak Perlu Pembangunan
Kotawaringin Timur,12.88,5.69,72.21,68.47,72.4,Tidak Perlu Pembangunan
Kapuas,12.96,5.21,70.75,67.3,71.26,Tidak Perlu Pembangunan
Barito Selatan,12.8,4.72,71.65,65.81,69.79,Tidak Perlu Pembangunan
Barito Utara,12.54,5.35,71.84,69.73,73.72,Tidak Perlu Pembangunan
Lamandau,12.52,3.12,71.81,67.92,71.86,Tidak Perlu Pembangunan
Katingan,12.98,4.99,70.28,64.52,68.43,Perlu Pembangunan
Gunung Mas,12.05,5.47,72.09,69.03,72.98,Tidak Perlu Pembangunan
Barito Timur,12.87,6.63,72.7,66.97,70.94,Tidak Perlu Pembangunan
KALIMANTAN SELATAN,12.86,4.29,72.5,67.49,71.45,Tidak Perlu Pembangunan
Tanah Laut,12.41,3.73,70.98,68.19,72.13,Tidak Perlu Pembangunan
Kotabaru,12.07,4.32,70.18,67.84,71.79,Tidak Perlu Pembangunan
Banjar,13.03,2.44,71.46,66.07,70.6,Tidak Perlu Pembangunan
Tapin,12.33,3.19,72.0,69.23,73.19,Tidak Perlu Pembangunan
Hulu Sungai Selatan,12.46,4.01,70.5,64.98,68.91,Perlu Pembangunan
Hulu Sungai Tengah,12.24,5.84,70.13,64.94,68.87,Perlu Pembangunan
Tabalong,12.91,5.77,73.85,69.34,73.31,Tidak Perlu Pembangunan
Tanah Bumbu,12.6,4.12,72.31,69.01,72.96,Tidak Perlu Pembangunan
Balangan,12.82,5.22,70.49,66.45,70.43,Tidak Perlu Pembangunan
Kota Banjarmasin,13.97,4.63,78.5,69.95,73.94,Tidak Perlu Pembangunan
KALIMANTAN TIMUR,14.02,6.11,78.2,72.96,76.62,Tidak Perlu Pembangunan
Paser,13.37,9.11,74.14,71.0,75.8,Tidak Perlu Pembangunan
Kutai Barat,13.25,9.72,73.72,71.37,75.16,Tidak Perlu Pembangunan
Kutai Kartanegara,13.64,7.61,75.3,70.78,74.81,Tidak Perlu Pembangunan
Kutai Timur,13.01,9.06,74.98,71.77,75.52,Tidak Perlu Pembangunan
Berau,13.36,5.54,76.21,70.45,74.47,Tidak Perlu Pembangunan
Penajam Paser Utara,12.86,6.97,73.3,70.1,74.9,Tidak Perlu Pembangunan
KALIMANTAN UTARA,13.2,6.45,72.49,70.72,74.75,Tidak Perlu Pembangunan
Malinau,13.34,6.54,73.19,71.3,71.75,Tidak Perlu Pembangunan
Bulungan,13.04,8.99,72.72,71.72,73.74,Tidak Perlu Pembangunan
Kota Tarakan,14.21,6.1,77.53,73.51,74.63,Tidak Perlu Pembangunan
SULAWESI UTARA,12.96,7.38,74.36,70.44,74.46,Tidak Perlu Pembangunan
Minahasa,14.18,6.87,76.96,69.87,73.86,Tidak Perlu Pembangunan
Kepulauan Sangihe,12.6,11.01,72.22,68.85,72.8,Tidak Perlu Pembangunan
Kepulauan Talaud,12.66,8.46,71.14,68.98,72.93,Tidak Perlu Pembangunan
Minahasa Selatan,12.99,8.89,73.66,68.79,72.73,Tidak Perlu Pembangunan
Minahasa Utara,13.07,6.65,75.31,70.04,74.4,Tidak Perlu Pembangunan
Minahasa Tenggara,12.45,11.84,71.93,68.94,72.88,Tidak Perlu Pembangunan
Kota Bitung,12.66,6.56,75.11,69.73,73.72,Tidak Perlu Pembangunan
Kota Tomohon,14.24,5.6,78.1,70.87,74.9,Tidak Perlu Pembangunan
Kota Kotamobagu,12.9,5.03,74.43,69.41,73.37,Tidak Perlu Pembangunan
SULAWESI TENGAH,13.33,12.41,70.95,67.24,71.2,Tidak Perlu Pembangunan
Banggai,13.34,6.94,71.7,69.09,73.4,Tidak Perlu Pembangunan
Morowali,13.38,12.31,73.02,67.44,71.4,Tidak Perlu Pembangunan
Poso,13.74,15.16,72.48,69.39,73.36,Tidak Perlu Pembangunan
SULAWESI SELATAN,13.54,8.7,73.46,69.28,73.24,Tidak Perlu Pembangunan
Bulukumba,13.43,7.22,71.21,66.91,70.87,Tidak Perlu Pembangunan
Bantaeng,12.53,9.18,70.57,69.17,73.13,Tidak Perlu Pembangunan
Gowa,13.7,7.42,71.57,68.96,72.91,Tidak Perlu Pembangunan
Maros,13.5,9.65,71.63,67.52,71.48,Tidak Perlu Pembangunan
Pangkajene dan Kepulauan,12.8,13.4,70.59,65.43,69.39,Tidak Perlu Pembangunan
Barru,13.62,8.46,72.36,67.62,71.57,Tidak Perlu Pembangunan
Soppeng,13.21,7.48,70.58,68.58,72.51,Tidak Perlu Pembangunan
Wajo,13.31,6.73,71.1,66.16,70.15,Tidak Perlu Pembangunan
Sidenreng Rappang,13.02,5.14,72.71,68.82,72.76,Tidak Perlu Pembangunan
Pinrang,13.27,8.9,72.84,68.57,72.5,Tidak Perlu Pembangunan
Enrekang,13.87,12.69,73.89,69.41,73.38,Tidak Perlu Pembangunan
Luwu,13.41,12.71,72.16,69.07,73.2,Tidak Perlu Pembangunan
Tana Toraja,13.88,12.48,70.73,72.23,75.95,Tidak Perlu Pembangunan
Luwu Utara,12.59,12.66,71.34,67.43,71.39,Tidak Perlu Pembangunan
Luwu Timur,13.01,6.93,74.35,69.26,73.22,Tidak Perlu Pembangunan
Toraja Utara,13.42,12.12,71.23,72.06,75.8,Tidak Perlu Pembangunan
Kota Parepare,14.54,5.34,79.03,69.83,73.82,Tidak Perlu Pembangunan
Kota Palopo,15.12,7.69,79.45,69.46,73.43,Tidak Perlu Pembangunan
SULAWESI TENGGARA,13.7,11.43,72.79,69.54,73.51,Tidak Perlu Pembangunan
Muna,14.02,14.07,70.16,68.44,72.7,Tidak Perlu Pembangunan
Konawe,13.04,13.02,72.77,68.32,72.58,Tidak Perlu Pembangunan
Kolaka,13.03,11.8,74.72,69.33,73.56,Tidak Perlu Pembangunan
Konawe Selatan,12.78,11.26,70.32,68.91,73.16,Tidak Perlu Pembangunan
Wakatobi,13.52,14.81,71.43,68.61,72.86,Tidak Perlu Pembangunan
Kolaka Utara,12.17,13.57,71.04,68.56,72.61,Tidak Perlu Pembangunan
Konawe Utara,13.12,13.48,71.71,67.53,71.81,Tidak Perlu Pembangunan
Kota Baubau,15.52,7.53,77.52,69.41,73.65,Tidak Perlu Pembangunan
GORONTALO,13.16,15.15,70.45,66.9,70.87,Tidak Perlu Pembangunan
Bone Bolango,13.67,15.51,71.51,67.31,71.27,Tidak Perlu Pembangunan
Kota Gorontalo,14.58,5.64,78.64,71.17,75.43,Tidak Perlu Pembangunan
MALUKU,14.08,16.42,70.94,64.87,68.8,Perlu Pembangunan
Maluku Tengah,14.37,17.84,72.45,65.11,69.5,Tidak Perlu Pembangunan
Buru,13.23,16.53,70.56,65.1,69.4,Tidak Perlu Pembangunan
MALUKU UTARA,13.74,6.46,70.21,67.17,71.14,Tidak Perlu Pembangunan
Kota Tidore Kepulauan,14.48,6.35,72.4,68.18,72.12,Tidak Perlu Pembangunan
Manokwari,13.78,18.73,73.21,67.62,71.57,Tidak Perlu Pembangunan
Kota Sorong,14.42,14.41,79.65,69.97,73.96,Tidak Perlu Pembangunan
Merauke,14.47,10.01,72.19,65.66,69.63,Tidak Perlu Pembangunan
Jayapura,14.58,11.45,73.5,65.84,69.82,Tidak Perlu Pembangunan
Nabire,12.64,,70.84,66.79,70.76,Tidak Perlu Pembangunan
Biak Numfor,14.22,23.53,73.46,66.81,70.78,Perlu Pembangunan
Mimika,12.96,13.55,75.91,70.86,74.9,Tidak Perlu Pembangunan
Region_554,19.03,16.65,77.45,75.78,78.93,Tidak Perlu Pembangunan
Region_559,14.03,25.52,73.1,53.87,78.42,Perlu Pembangunan
Region_566,13.56,16.37,72.55,67.45,64.66,Perlu Pembangunan
Region_577,11.26,17.61,77.81,54.91,79.96,Perlu Pembangunan
Region_584,5.61,15.05,74.99,70.34,75.7,Perlu Pembangunan
Region_586,11.06,26.51,78.36,62.72,53.24,Perlu Pembangunan
Region_589,15.17,21.98,71.42,75.65,59.88,Perlu Pembangunan
Region_614,7.4,20.44,72.46,73.5,67.26,Perlu Pembangunan
Region_619,9.51,19.53,71.59,54.72,57.57,Perlu Pembangunan
Region_626,13.35,37.6,71.22,64.06,57.26,Perlu Pembangunan
Region_634,6.71,33.71,79.41,74.69,63.79,Perlu Pembangunan
Region_639,16.71,2.84,73.48,72.16,60.57,Perlu Pembangunan
Region_650,16.34,36.67,75.32,54.22,66.96,Perlu Pembangunan
Region_652,12.47,11.46,79.09,67.04,67.18,Tidak Perlu Pembangunan
Region_656,16.27,10.06,74.98,57.48,77.95,Perlu Pembangunan
Region_672,16.98,29.22,74.82,74.36,79.14,Perlu Pembangunan
Region_676,8.22,19.58,77.05,76.92,56.54,Perlu Pembangunan
Region_685,17.57,31.79,74.25,68.04,63.45,Perlu Pembangunan
Region_699,5.12,24.67,75.72,76.47,61.97,Perlu Pembangunan
Region_709,15.77,37.38,75.11,70.25,60.66,Perlu Pembangunan
Region_715,6.7,19.0,73.1,68.14,76.72,Perlu Pembangunan
Region_732,16.5,10.05,71.92,60.86,59.24,Perlu Pembangunan
Region_743,13.84,32.54,79.42,75.83,55.29,Perlu Pembangunan
Region_747,14.67,9.31,78.76,56.5,64.33,Perlu Pembangunan
Region_759,16.04,12.81,77.72,77.18,71.95,Tidak Perlu Pembangunan
Region_763,12.06,10.38,74.86,72.28,56.97,Perlu Pembangunan
Region_768,14.94,6.37,77.34,62.37,78.44,Perlu Pembangunan
Region_771,15.33,42.21,74.8,65.11,76.78,Perlu Pembangunan
Region_772,18.21,39.83,75.14,71.33,61.5,Perlu Pembangunan
Region_778,6.51,20.09,74.29,60.67,67.67,Perlu Pembangunan
Region_783,15.96,4.17,73.04,71.21,70.25,Tidak Perlu Pembangunan
Region_784,4.29,13.32,77.9,75.63,54.74,Perlu Pembangunan
Region_790,13.11,14.93,78.92,56.69,66.7,Perlu Pembangunan
Region_793,14.45,7.78,76.86,73.25,67.0,Tidak Perlu Pembangunan
Region_797,4.35,26.62,71.72,66.36,59.18,Perlu Pembangunan
Region_809,5.36,40.48,71.55,61.61,61.21,Perlu Pembangunan
Region_814,9.29,7.38,76.13,72.02,62.84,Perlu Pembangunan
Region_817,19.48,28.76,72.15,60.88,54.75,Perlu Pembangunan
Region_824,19.42,25.04,75.45,66.76,74.46,Perlu Pembangunan
Region_827,9.7,27.13,77.09,74.34,67.55,Perlu Pembangunan
Region_831,19.79,23.43,72.05,65.55,77.57,Perlu Pembangunan
Region_836,8.6,21.08,70.16,59.12,74.86,Perlu Pembangunan
Region_848,15.38,41.81,71.32,54.08,63.27,Perlu Pembangunan
Region_851,17.73,27.96,78.32,72.08,71.22,Perlu Pembangunan
Region_857,4.76,40.63,75.53,77.27,69.62,Perlu Pembangunan
Region_860,14.83,21.12,70.23,57.61,60.98,Perlu Pembangunan
Region_863,6.27,44.58,71.49,65.69,76.16,Perlu Pembangunan
Region_866,11.6,40.44,73.95,78.23,75.37,Perlu Pembangunan
Region_868,16.54,29.61,75.21,77.32,57.79,Perlu Pembangunan
Region_874,9.78,16.91,75.67,58.0,55.34,Perlu Pembangunan
Region_877,13.2,2.85,74.19,74.84,64.28,Perlu Pembangunan
Region_880,12.32,22.02,77.0,53.77,60.85,Perlu Pembangunan
Region_883,16.72,38.47,77.8,55.21,67.57,Perlu Pembangunan
Region_884,4.81,2.97,73.18,61.32,72.93,Perlu Pembangunan
Region_885,10.55,8.92,79.39,59.68,56.39,Perlu Pembangunan
Region_892,7.34,15.28,74.99,58.01,77.26,Perlu Pembangunan
Region_894,6.49,11.39,73.73,65.37,77.61,Perlu Pembangunan
Region_900,11.63,36.95,73.58,73.75,56.32,Perlu Pembangunan
Region_906,13.14,31.81,75.96,73.71,61.26,Perlu Pembangunan
Region_912,17.17,8.61,78.98,68.19,62.57,Perlu Pembangunan
Region_919,5.53,4.49,79.91,58.44,60.45,Perlu Pembangunan
Region_920,14.91,5.37,75.76,75.58,78.67,Tidak Perlu Pembangunan
Region_924,18.88,3.97,76.34,68.43,79.13,Tidak Perlu Pembangunan
Region_926,11.11,17.83,74.14,74.58,76.5,Tidak Perlu Pembangunan
Region_928,6.6,19.74,77.02,71.86,68.59,Perlu Pembangunan
Region_935,7.4,41.69,77.87,61.1,64.65,Perlu Pembangunan
Region_938,18.39,28.91,75.58,68.47,79.35,Perlu Pembangunan
Region_940,6.71,18.15,72.6,54.56,70.9,Perlu Pembangunan
Region_955,10.79,6.58,77.4,60.3,69.69,Perlu Pembangunan
Region_958,7.9,44.08,72.04,56.06,78.82,Perlu Pembangunan
Region_968,11.35,13.29,76.48,59.6,58.77,Perlu Pembangunan
Region_969,4.91,26.18,74.73,64.26,66.79,Perlu Pembangunan
Region_976,12.82,9.83,76.07,69.1,62.83,Perlu Pembangunan
Region_984,18.67,39.75,73.11,67.36,56.38,Perlu Pembangunan
Region_991,10.71,4.94,77.45,66.56,73.64,Tidak Perlu Pembangunan
Region_992,9.04,7.25,75.2,55.64,66.38,Perlu Pembangunan
Region_997,10.39,42.0,70.59,54.03,63.84,Perlu Pembangunan
Region_999,18.51,3.7,70.28,58.14,60.71,Perlu Pembangunan
Region_1005,5.88,3.81,73.97,72.91,68.89,Perlu Pembangunan
Region_1006,12.14,13.47,75.15,72.58,79.81,Tidak Perlu Pembangunan
Region_1015,13.7,43.84,73.5,55.48,72.66,Perlu Pembangunan
Region_1016,6.42,38.77,79.29,57.16,61.36,Perlu Pembangunan
Region_1018,16.47,29.11,73.24,54.07,65.12,Perlu Pembangunan
Region_1021,10.12,10.88,73.03,70.66,77.76,Tidak Perlu Pembangunan
Region_1025,8.81,40.55,78.96,74.71,62.24,Perlu Pembangunan
Region_1026,6.19,20.39,79.68,58.76,73.67,Perlu Pembangunan
Region_1040,15.63,10.53,73.58,78.03,75.28,Tidak Perlu Pembangunan
Region_1052,13.52,44.04,78.35,73.65,75.4,Perlu Pembangunan
Region_1061,11.13,36.93,71.5,68.97,75.16,Perlu Pembangunan
Region_1062,11.11,17.2,70.23,57.99,73.36,Perlu Pembangunan
Region_1092,11.77,2.0,77.65,55.5,77.83,Perlu Pembangunan
Region_1094,5.95,42.4,79.14,64.25,57.49,Perlu Pembangunan
Region_1111,6.57,32.2,70.14,57.73,58.8,Perlu Pembangunan
Region_1120,14.23,37.2,78.91,62.57,70.73,Perlu Pembangunan
Region_1131,10.09,14.11,78.71,67.59,76.51,Tidak Perlu Pembangunan
Region_1134,7.64,38.49,70.92,64.29,70.38,Perlu Pembangunan
Region_1138,13.51,41.71,75.04,59.74,74.17,Perlu Pembangunan
Region_1140,7.89,10.75,72.45,57.35,70.27,Perlu Pembangunan
Region_1141,18.52,36.03,75.16,71.54,55.89,Perlu Pembangunan
Region_1144,8.29,13.78,77.81,70.48,55.64,Perlu Pembangunan
Region_1146,7.67,6.54,73.97,55.1,66.56,Perlu Pembangunan
Region_1149,15.69,21.21,74.2,78.8,65.81,Perlu Pembangunan
Region_1155,8.98,37.36,71.17,64.95,67.45,Perlu Pembangunan
Region_1160,18.87,34.91,79.45,55.32,71.62,Perlu Pembangunan
Region_1184,6.37,30.49,70.17,59.09,70.84,Perlu Pembangunan
Region_1186,15.22,39.58,79.6,74.75,59.95,Perlu Pembangunan
Region_1187,14.34,43.91,74.48,68.28,59.4,Perlu Pembangunan
Region_1188,13.93,20.58,79.83,77.42,78.62,Perlu Pembangunan
Region_1206,13.4,12.85,72.13,70.34,69.13,Tidak Perlu Pembangunan
Region_1207,10.89,37.18,73.69,66.55,69.76,Perlu Pembangunan
Region_1219,11.14,31.23,72.88,62.33,56.45,Perlu Pembangunan
Region_1221,11.21,11.24,73.26,60.95,60.44,Perlu Pembangunan
Region_1234,16.69,22.16,71.85,78.73,78.7,Perlu Pembangunan
Region_1235,14.1,14.56,75.98,77.93,72.99,Tidak Perlu Pembangunan
Region_1238,12.3,21.55,77.85,64.71,54.44,Perlu Pembangunan
Region_1239,17.36,2.76,76.37,74.51,78.34,Tidak Perlu Pembangunan
Region_1240,8.76,30.34,79.49,70.07,63.4,Perlu Pembangunan
Region_1243,9.29,29.23,75.94,78.71,79.86,Perlu Pembangunan
Region_1248,9.58,26.49,71.85,78.19,55.73,Perlu Pembangunan
Region_1254,15.05,43.94,72.55,59.67,76.6,Perlu Pembangunan
Region_1255,4.69,5.87,74.87,61.28,67.87,Perlu Pembangunan
Region_1261,18.88,27.09,78.6,75.81,68.4,Perlu Pembangunan
Region_1264,11.37,33.8,73.85,78.96,55.6,Perlu Pembangunan
Region_1269,15.67,39.57,70.74,71.11,65.9,Perlu Pembangunan
Region_1272,14.9,40.37,71.28,69.81,71.22,Perlu Pembangunan
Region_1273,10.58,37.91,72.8,77.98,74.57,Perlu Pembangunan
